"station","arrondissement","lat","long","dur","mm","jj","temp","precip"
"Clark / St-Viateur","Le Plateau-Mont-Royal",45.5251943015533,-73.5993563756347,17.3307333333333,10,3,9.7,2.1
"St-Hubert / de Maisonneuve (sud)","Ville-Marie",45.5158683512632,-73.5600838065147,16.6156333333333,6,6,21,0
"St-Dominique / St-Zotique","Rosemont - La Petite-Patrie",45.532264610185,-73.6110632121563,6.36488333333333,10,3,16.4,0
"de Bellechasse / de Lanaudière","Rosemont - La Petite-Patrie",45.539306918976,-73.5952187329531,31.7670166666667,6,3,22.3,11.4
"Drolet / St-Zotique","Rosemont - La Petite-Patrie",45.5348821414782,-73.6094123125076,9.35171666666667,6,2,22.4,0.2
"29e avenue / St-Zotique","Rosemont - La Petite-Patrie",45.5677656517291,-73.5796880722046,20.8312833333333,7,5,21.7,0
"Prince-Arthur / du Parc","Le Plateau-Mont-Royal",45.5104446575336,-73.5755842924118,12.6701333333333,5,6,12.8,0.5
"de Bordeaux / Masson","Le Plateau-Mont-Royal",45.539037937964,-73.5825204849243,3.16943333333333,7,3,22.9,11.9
"Métro de l'Église (Ross / de l'Église)","Verdun",45.4628357779411,-73.565876549128,12.2386333333333,7,6,23.1,1.9
"Prince-Arthur / du Parc","Le Plateau-Mont-Royal",45.5104446575336,-73.5755842924118,7.29413333333333,6,5,21.5,0
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",45.5182529085522,-73.5883381962776,19.14345,8,3,18.1,0.2
"Laurier / de Bordeaux","Le Plateau-Mont-Royal",45.5372512837128,-73.5791838169098,8.043,10,2,9.4,2
"St-Dominique / St-Zotique","Rosemont - La Petite-Patrie",45.532264610185,-73.6110632121563,14.0693666666667,8,4,16.9,0.6
"Parc Ludger-Duvernay (St-André / St-Hubert)","Le Plateau-Mont-Royal",45.5314746414748,-73.5924205183983,11.3270666666667,9,7,18.1,0.2
"St-Dominique / St-Zotique","Rosemont - La Petite-Patrie",45.532264610185,-73.6110632121563,10.9771666666667,7,6,22.7,3.2
"Jean-Talon / de l'Épée","Villeray—Saint-Michel—Parc-Extension",45.5279413517698,-73.623885512352,14.0473333333333,10,7,13.1,1.4
"de Lanaudière / du Mont-Royal","Le Plateau-Mont-Royal",45.5300880233173,-73.5768820847443,3.60531666666667,7,5,25.3,0
"Gilford / de Brébeuf","Le Plateau-Mont-Royal",45.5308702477731,-73.581557571888,10.347,10,3,9.7,2.1
"St-Hubert / Duluth","Le Plateau-Mont-Royal",45.5224256527886,-73.574184179306,7.62598333333333,6,1,23.7,0.3
"St-Dominique / Laurier","Le Plateau-Mont-Royal",45.5236149031145,-73.5924573987722,3.78566666666667,9,6,16.4,0
"Métro Vendôme (de Marlowe / de Maisonneuve)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4739302823515,-73.6047345399856,11.85835,9,4,18.4,7.6
"de l'Hotel-de-Ville / Ontario","Ville-Marie",45.5137452022244,-73.5666632652283,7.06548333333333,5,1,15.3,0
"Marquette / du Mont-Royal","Le Plateau-Mont-Royal",45.5322179114747,-73.575431406498,35.46725,8,6,21.4,0
"de l'Hôtel-de-Ville / Villeneuve","Le Plateau-Mont-Royal",45.5234808276069,-73.5873275623817,24.3589666666667,9,6,21.5,0
"Coloniale / Duluth","Le Plateau-Mont-Royal",45.5178687315083,-73.5784274339676,12.9717166666667,10,5,5.7,0.8
"Union / René-Lévesque","Ville-Marie",45.502350361368,-73.5665827989578,6.42363333333333,6,5,18.4,0.4
"Ste-Catherine / St-Mathieu","Ville-Marie",45.4938469014278,-73.5791784524918,3.9308,7,2,25.9,0
"André-Laurendeau / Rachel","Rosemont - La Petite-Patrie",45.5430318724388,-73.5625648498535,6.49583333333333,9,5,20.3,0
"de Bellechasse / de Lanaudière","Rosemont - La Petite-Patrie",45.539306918976,-73.5952187329531,6.95446666666667,8,4,23.6,0
"Henri-Julien / Laurier","Le Plateau-Mont-Royal",45.5257465762503,-73.5903364419937,12.858,5,3,14.5,0.8
"André-Laurendeau / Rachel","Rosemont - La Petite-Patrie",45.5430318724388,-73.5625648498535,7.43991666666667,9,6,15.9,16.4
"Drummond / Sherbrooke","Ville-Marie",45.5005357522142,-73.578113079202,5.3299,7,1,25.3,0
"Papineau / Émile-Journault","Villeray—Saint-Michel—Parc-Extension",45.5599175338944,-73.6335285412861,14.3630833333333,8,4,21.3,3.4
"19e avenue / St-Zotique","Rosemont - La Petite-Patrie",45.5616827573486,-73.5856479406357,7.07405,7,4,25.4,0
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",45.5577499083824,-73.5838012397289,1.8814,8,1,18.8,0
"Davaar / de la Côte-Ste-Catherine","Outremont",45.514379,-73.610871,10.7944666666667,6,4,21.5,20.2
"Faillon / St-Denis","Villeray—Saint-Michel—Parc-Extension",45.5398908527814,-73.6202698945999,19.5055666666667,6,2,22.4,0.2
"de Brébeuf / du Mont-Royal","Le Plateau-Mont-Royal",45.5292235552447,-73.5778491497695,19.72515,8,4,16.9,0.6
"Lincoln / du Fort","Ville-Marie",45.4930651186314,-73.5838267207146,9.42625,6,5,18.9,4.3
"Préfontaine / Marcel-Pépin","Rosemont - La Petite-Patrie",45.5436538004051,-73.5594206303358,6.83138333333333,10,3,6.7,3
"de Brébeuf / du Mont-Royal","Le Plateau-Mont-Royal",45.5292235552447,-73.5778491497695,3.53136666666667,6,6,18.5,4.8
"Métro Vendôme (de Marlowe / de Maisonneuve)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4739302823515,-73.6047345399856,7.70813333333333,9,1,15.3,8.6
"Laurier / de Bordeaux","Le Plateau-Mont-Royal",45.5372512837128,-73.5791838169098,9.86983333333333,9,3,19.8,0
"Boyer / Beaubien","Rosemont - La Petite-Patrie",45.537041,-73.602026,4.37688333333333,5,3,16.7,2.3
"Marquette / Laurier","Le Plateau-Mont-Royal",45.53543,-73.5822,4.27803333333333,8,2,15.5,1.7
"Mansfield / Ste-Catherine","Ville-Marie",45.5014066403113,-73.571654856205,3.35275,7,5,21,0
"Drolet / Jarry","Villeray—Saint-Michel—Parc-Extension",45.5419546323658,-73.6299419403076,12.3015666666667,5,4,21.7,1.7
"St-Hubert / de Maisonneuve (sud)","Ville-Marie",45.5158683512632,-73.5600838065147,4.87603333333333,10,5,17.1,0
"Roy / St-Denis","Le Plateau-Mont-Royal",45.51908,-73.5727,16.1636,8,2,23.9,6.3
"de Bordeaux / Masson","Le Plateau-Mont-Royal",45.538984395523,-73.5824453830719,13.5513666666667,5,3,11.7,5.7
"Cathcart / McGill College","Ville-Marie",45.5011876814898,-73.570454878145,1.52746666666667,6,2,15,0
"Clark / St-Viateur","Le Plateau-Mont-Royal",45.5251943015533,-73.5993563756347,2.3475,6,6,14.8,0.3
"Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance)","Ville-Marie",45.5082046150514,-73.5688143968582,13.07905,8,1,21.8,0
"de Chateaubriand / Jarry","Villeray—Saint-Michel—Parc-Extension",45.5458867229656,-73.6267367005348,17.3195666666667,10,6,13.9,1
"Henri-Julien / Laurier","Le Plateau-Mont-Royal",45.5257465762503,-73.5903364419937,1.24321666666667,9,4,20.7,0
"de la Roche / Bélanger","Rosemont - La Petite-Patrie",45.5415913568121,-73.6075795348916,11.4817833333333,8,5,19.2,0
"Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",45.52479,-73.56545,13.6562666666667,6,2,15,0
"Garnier / Villeray","Villeray—Saint-Michel—Parc-Extension",45.5494800451944,-73.6160547148938,24.3488833333333,10,6,13.9,1
"Union / René-Lévesque","Ville-Marie",45.502350361368,-73.5665827989578,3.63,5,7,13.8,0.4
"Drolet / Marie-Anne","Le Plateau-Mont-Royal",45.5224025734141,-73.5811766982079,6.7256,5,4,11.1,0.9
"du Rosaire / St-Hubert","Villeray—Saint-Michel—Parc-Extension",45.5448192822535,-73.6215104162693,5.985,9,5,16.6,0
"Sherbrooke / Jeanne-d'Arc","Rosemont - La Petite-Patrie",45.5539815605889,-73.554963881561,14.5471666666667,5,1,21.8,22.9
"de Brébeuf / du Mont-Royal","Le Plateau-Mont-Royal",45.5292235552447,-73.5778491497695,3.45183333333333,6,7,21.8,50.7
"de Bordeaux / Sherbrooke","Ville-Marie",45.5299143217374,-73.5630261898041,44.7009333333333,5,6,14.5,0.6
"de l'Esplanade / Villeneuve","Le Plateau-Mont-Royal",45.5194318421386,-73.5909595385965,11.9910666666667,9,6,21.5,0
"Bishop / René-Lévesque","Ville-Marie",45.4953679550706,-73.5740125179291,28.2931333333333,8,7,21.5,1.2
"de Bellechasse / de St-Vallier","Rosemont - La Petite-Patrie",45.533410433633,-73.6011242866516,3.0141,6,5,21.5,0
"Boyer / Rosemont","Rosemont - La Petite-Patrie",45.5340986680406,-73.5955345630646,9.78151666666667,6,1,23.4,0.4
"du Champ-de-Mars / Gosford","Ville-Marie",45.5096552047207,-73.554008603096,10.15725,6,3,28.7,0.2
"Canning / Notre-Dame","Le Sud-Ouest",45.4863186440102,-73.5702332854271,9.38406666666667,8,6,21.4,0
"Mackay / de Maisonneuve","Ville-Marie",45.496840189747,-73.5792407642475,6.24001666666667,5,3,11.7,5.7
"Dollard / Bernard","Outremont",45.5167826988072,-73.6114226281643,13.8954,6,2,22.4,0.2
"Gilford / de Brébeuf","Le Plateau-Mont-Royal",45.5308702477731,-73.581557571888,14.3056166666667,6,5,18.9,4.3
"Lajeunesse / de Liège","Villeray—Saint-Michel—Parc-Extension",45.5456637606623,-73.6351004491917,10.4188333333333,10,7,2.7,0
"McKenna / Édouard-Montpetit","Côte-des-Neiges - Notre-Dame-de-Grâce",45.5011643627571,-73.620563596487,4.52535,10,3,15.7,2.8
"Faillon / St-Denis","Villeray—Saint-Michel—Parc-Extension",45.5398908527814,-73.6202698945999,11.9562166666667,6,4,20.2,4.3
"St-André / Rachel","Le Plateau-Mont-Royal",45.5240956132359,-73.5753715690407,12.4908666666667,8,6,21.4,0
"Mackay / Ste-Catherine","Ville-Marie",45.4957740638038,-73.5768784582615,3.30246666666667,7,4,20.7,0
"Square St-Louis (du Square St-Louis / Laval)","Le Plateau-Mont-Royal",45.5160908019707,-73.5701286792755,19.7253,6,5,15.7,0
"Gilford / St-Denis","Le Plateau-Mont-Royal",45.5249761296063,-73.5855889320374,7.70033333333333,5,7,20.4,0.4
"Mackay / Ste-Catherine","Ville-Marie",45.4957740638038,-73.5768784582615,5.26045,5,7,13.8,0.4
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",45.5445008776237,-73.5881048440933,11.7116333333333,8,7,23.5,0.4
"Parc Atwater (Saint-Charles)","Le Sud-Ouest",45.4773008834369,-73.5731447241051,11.0718833333333,9,2,13.7,0
"Waverly / St-Viateur","Le Plateau-Mont-Royal",45.5238561444472,-73.6001265048981,6.31093333333333,7,1,25.3,0
"Fullum / Ste-Catherine","Ville-Marie",45.5271378164313,-73.548044443196,22.1109166666667,6,2,23.3,1.3
"U. Concordia - Campus Loyola (Sherbrooke / West Broadway)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4575090808307,-73.6394852399826,32.0671,9,1,15.3,8.6
"Henri-Julien / Laurier","Le Plateau-Mont-Royal",45.5257465762503,-73.5903364419937,42.7932166666667,5,3,23.8,4.1
"St-Hubert / Duluth","Le Plateau-Mont-Royal",45.5224256527886,-73.574184179306,6.80261666666667,10,7,7.5,2.6
"Dollard / Bernard","Outremont",45.5167826988072,-73.6114226281643,5.98723333333333,10,3,16.9,2.2
"Berri / Cherrier","Le Plateau-Mont-Royal",45.5192661569113,-73.5692971944809,24.02025,8,3,19.2,0
"Marquette / Laurier","Le Plateau-Mont-Royal",45.53543,-73.5822,8.45816666666667,8,4,23.6,0
"de Gaspé / Fairmount","Le Plateau-Mont-Royal",45.5255781593942,-73.592855706811,3.72613333333333,5,6,14.5,0.6
"Clark / Rachel","Le Plateau-Mont-Royal",45.5175374492075,-73.5824152455461,13.5446666666667,9,4,21.6,0
"de l'Hôtel-de-Ville / Villeneuve","Le Plateau-Mont-Royal",45.5234808276069,-73.5873275623817,3.81281666666667,9,4,18.4,7.6
"Mackay / de Maisonneuve","Ville-Marie",45.496840189747,-73.5792407642475,8.5705,9,7,18.1,0.2
"BAnQ (Berri)","Ville-Marie",45.5160138767067,-73.5629195719957,25.8328666666667,6,2,26.7,0
"Bloomfield / Bernard","Outremont",45.5203381937083,-73.6077547073364,7.46905,5,3,11.7,5.7
"Gilford / des Érables","Le Plateau-Mont-Royal",45.5372804041899,-73.575346916914,4.59225,6,2,26.7,0
"de Gaspé / de Liège","Villeray—Saint-Michel—Parc-Extension",45.542485212372,-73.6363416910172,7.7778,5,7,18.3,0.5
"Jeanne-d'Arc / Ontario","Mercier - Hochelaga-Maisonneuve",45.5495976788718,-73.5418742895126,5.24745,8,6,27.4,0
"Boyer / St-Zotique","Rosemont - La Petite-Patrie",45.53848,-73.60556,12.5790833333333,5,5,14.2,0.2
"Coloniale / Duluth","Le Plateau-Mont-Royal",45.5178687315083,-73.5784274339676,1.83265,10,6,13.9,1
"Parc Félix-Leclerc (François-Boivin / St-Zotique)","Mercier - Hochelaga-Maisonneuve",45.5914549914687,-73.5627552866936,19.55435,7,4,20.1,0.5
"Aylmer / Ste-Catherine","Ville-Marie",45.5043467868509,-73.568948507309,16.4727,7,2,22.6,0
"Bercy / Rachel","Le Plateau-Mont-Royal",45.5384034097925,-73.5619640350342,14.10275,10,4,21.4,0
"Prince-Arthur / du Parc","Le Plateau-Mont-Royal",45.5104446575336,-73.5755842924118,3.4914,9,3,19.8,0
"Boyer / Rosemont","Rosemont - La Petite-Patrie",45.5340986680406,-73.5955345630646,4.963,10,5,10.3,3.9
"de Bordeaux / Masson","Le Plateau-Mont-Royal",45.538984395523,-73.5824453830719,16.5512333333333,5,6,12.8,0.5
"de Bellechasse / de St-Vallier","Rosemont - La Petite-Patrie",45.533410433633,-73.6011242866516,6.08153333333333,8,1,18.8,0
"Clark / Laurier","Le Plateau-Mont-Royal",45.5225837922613,-73.593613272551,25.70155,6,5,15.7,0
"St-Hubert / de Maisonneuve (sud)","Ville-Marie",45.5158683512632,-73.5600838065147,2.85351666666667,8,5,19.2,0
"de la Montagne / Sherbrooke","Ville-Marie",45.4997184305162,-73.5789075493813,5.18866666666667,10,4,14.8,0.2
"Roy / St-Denis","Le Plateau-Mont-Royal",45.51908,-73.5727,4.99345,7,3,22.9,11.9
"Cathcart / McGill College","Ville-Marie",45.5011876814898,-73.570454878145,5.22008333333333,6,5,15.7,0
"St-Denis / Ste-Catherine","Ville-Marie",45.5137229122146,-73.5603104531765,24.4761666666667,6,4,27.2,1.3
"Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance)","Ville-Marie",45.5082046150514,-73.5688143968582,25.5344,6,6,19.5,6.7
"Fullum / de Rouen","Ville-Marie",45.5322553624361,-73.5589202400479,10.9657833333333,7,1,26.2,0
"Prince-Arthur / du Parc","Le Plateau-Mont-Royal",45.5104446575336,-73.5755842924118,15.9853666666667,6,5,18.4,0.4
"Gilford / de Brébeuf","Le Plateau-Mont-Royal",45.5308702477731,-73.581557571888,9.63138333333333,9,3,14.5,10.4
"Henri-Julien / Laurier","Le Plateau-Mont-Royal",45.5257465762503,-73.5903364419937,15.5265166666667,9,2,15.7,0
"University / Prince-Arthur","Ville-Marie",45.5074794530521,-73.5786473751068,7.99431666666667,9,6,21.5,0
"Hogan / Ontario","Ville-Marie",45.5353029956049,-73.5511372983456,14.94295,8,1,18.8,0
"Chomedey / de Maisonneuve","Ville-Marie",45.491750449904,-73.5839447379112,40.6965833333333,5,6,14.3,1
"Berri / Laurier","Le Plateau-Mont-Royal",45.5280999552767,-73.5884387162514,7.47103333333333,8,2,23.9,6.3
"Mackay / de Maisonneuve","Ville-Marie",45.496840189747,-73.5792407642475,26.8088833333333,7,6,22.7,3.2
"Bloomfied / Elmwood","Outremont",45.5182558841919,-73.6032056808472,18.3514333333333,7,1,20.9,0.4
"Durocher / Beaumont","Villeray—Saint-Michel—Parc-Extension",45.5279977233007,-73.619199693203,4.23533333333333,8,3,14.2,21.2
"de Mentana / Marie-Anne","Le Plateau-Mont-Royal",45.5260265652214,-73.5778588056564,18.6110333333333,8,5,24.5,0
"Panet / Ste-Catherine","Ville-Marie",45.5200299866894,-73.554915189743,10.4425,8,1,18.4,4
"Métro Vendôme (de Marlowe / de Maisonneuve)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4739302823515,-73.6047345399856,8.5674,8,7,24.7,1
"Drummond / Sherbrooke","Ville-Marie",45.5005357522142,-73.578113079202,5.18848333333333,9,6,16.4,0
"de Gaspé / de Liège","Villeray—Saint-Michel—Parc-Extension",45.542485212372,-73.6363416910172,8.84455,5,2,21.8,4
"Jeanne-d'Arc / Ontario","Mercier - Hochelaga-Maisonneuve",45.5495976788718,-73.5418742895126,7.9683,9,6,21.5,0
"Maguire / St-Laurent","Le Plateau-Mont-Royal",45.5246284855926,-73.5958108305931,7.94383333333333,10,6,13.9,1
"Boyer / Bélanger","Rosemont - La Petite-Patrie",45.54006,-73.60897,10.5969666666667,10,5,17.1,0
"Milton / du Parc","Le Plateau-Mont-Royal",45.5093614283513,-73.5738636553288,16.4649833333333,8,7,24.7,1
"University / Prince-Arthur","Ville-Marie",45.5074794530521,-73.5786473751068,23.1894833333333,5,3,14.5,0.8
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",45.5182529085522,-73.5883381962776,31.8366,8,2,15.5,1.7
"Ste-Catherine / Dézéry","Mercier - Hochelaga-Maisonneuve",45.5393850819617,-73.5409998893738,14.19025,8,2,23.9,6.3
"Clark / Laurier","Le Plateau-Mont-Royal",45.5225837922613,-73.593613272551,4.48641666666667,5,2,17.3,4.3
"St-Dominique / Napoléon","Le Plateau-Mont-Royal",45.5166644221988,-73.5772204399109,16.5260166666667,8,5,19.2,0
"Durocher / Sherbrooke","Le Plateau-Mont-Royal",45.5070882905057,-73.5722798109055,2.12436666666667,10,2,9.4,2
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",45.4967606775214,-73.5702763560084,3.69228333333333,8,4,26.8,0
"Laurier / de Bordeaux","Le Plateau-Mont-Royal",45.5372512837128,-73.5791838169098,9.44483333333333,8,4,16.8,0
"Ste-Catherine / St-Mathieu","Ville-Marie",45.4938469014278,-73.5791784524918,15.3535,7,1,20.4,0
"de Bellechasse / de St-Vallier","Rosemont - La Petite-Patrie",45.533410433633,-73.6011242866516,30.4104833333333,7,5,21,0
"Union / René-Lévesque","Ville-Marie",45.502350361368,-73.5665827989578,10.7475,10,6,7.2,0
"LaSalle / Godin","Verdun",45.4469344848464,-73.572199344635,28.4679333333333,7,7,23.5,0.5
"Ste-Catherine / St-Clément","Mercier - Hochelaga-Maisonneuve",45.5567173055894,-73.5302495956421,7.84618333333333,10,4,9.6,1
"Marquette / du Mont-Royal","Le Plateau-Mont-Royal",45.5322179114747,-73.575431406498,21.59425,8,7,20.4,0.9
"Jeanne-Mance / Laurier","Le Plateau-Mont-Royal",45.5202763332061,-73.5949762166638,5.5458,7,6,25,0
"Ste-Catherine / St-Mathieu","Ville-Marie",45.4938469014278,-73.5791784524918,9.77971666666667,10,5,10.3,3.9
"de Bellechasse / de St-Vallier","Rosemont - La Petite-Patrie",45.533410433633,-73.6011242866516,12.4663833333333,9,6,21.5,0
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",45.5274321263806,-73.5799167305231,8.87768333333333,7,2,21.8,0.7
"Métro Angrignon (Lamont / des Trinitaires)","Le Sud-Ouest",45.4465045019204,-73.6025619506836,13.3839666666667,10,2,16.4,3.1
"Fullum / Ste-Catherine","Ville-Marie",45.5271378164313,-73.548044443196,19.9877833333333,7,5,21,0
"Préfontaine / Marcel-Pépin","Rosemont - La Petite-Patrie",45.5436538004051,-73.5594206303358,18.9937666666667,7,1,20.9,0.4
"Coloniale / Duluth","Le Plateau-Mont-Royal",45.5178687315083,-73.5784274339676,5.38273333333333,7,1,24.3,0
"Ste-Catherine / St-Mathieu","Ville-Marie",45.4938469014278,-73.5791784524918,7.95126666666667,5,2,14.5,1.4
"Gilford / St-Denis","Le Plateau-Mont-Royal",45.5249761296063,-73.5855889320374,9.52576666666667,10,6,9.9,2.9
"de Gaspé / St-Viateur","Le Plateau-Mont-Royal",45.5276726466961,-73.5973826050758,7.94706666666667,10,5,12.3,1.3
"Métro Jean-Talon (Berri / Jean-Talon)","Villeray—Saint-Michel—Parc-Extension",45.5390003643266,-73.6142510175705,16.9520333333333,5,4,11,4.3
"26e avenue / Beaubien","Rosemont - La Petite-Patrie",45.5648558906471,-73.5774926841259,32.94705,9,1,22.4,0
"Parc Hilda-Ramacière (de Bullion / Prince-Arthur)","Le Plateau-Mont-Royal",45.5156213198234,-73.5721296072006,7.75156666666667,10,3,6.7,3
"Garnier / Villeray","Villeray—Saint-Michel—Parc-Extension",45.5494800451944,-73.6160547148938,8.79271666666667,10,5,5.7,0.8
"Murray / Wellington","Le Sud-Ouest",45.4922524772407,-73.558506667614,8.23133333333333,8,4,21.3,3.4
"Alexandre-DeSève / Ontario","Ville-Marie",45.5243745436127,-73.5605568997926,7.30156666666667,5,1,22.1,0.2
"St-Hubert / Duluth","Le Plateau-Mont-Royal",45.5224256527886,-73.574184179306,23.17475,7,3,23.3,3.5
"Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",45.52479,-73.56545,3.5039,8,4,16.9,0.6
"Prince-Arthur / du Parc","Le Plateau-Mont-Royal",45.5104446575336,-73.5755842924118,8.41436666666667,6,2,26.7,0
"de Chateaubriand / Jarry","Villeray—Saint-Michel—Parc-Extension",45.5458867229656,-73.6267367005348,2.07038333333333,9,7,16.9,0.2
"Holt / Fullum","Rosemont - La Petite-Patrie",45.5439373251856,-73.584446310997,8.86648333333333,5,3,16.7,2.3
"Bélanger / St-Denis","Rosemont - La Petite-Patrie",45.53696,-73.61199,31.3520666666667,9,7,19,6.6
"St-Urbain / de la Gauchetière","Ville-Marie",45.5070781281147,-73.561395406723,6.71858333333333,6,5,15.7,0
"St-Denis / Ste-Catherine","Ville-Marie",45.5137229122146,-73.5603104531765,22.97925,8,4,26.8,0
"St-Alexandre / Ste-Catherine","Ville-Marie",45.5052735403446,-73.5674786567688,10.32935,6,5,18.4,0.4
"Roy / St-Denis","Le Plateau-Mont-Royal",45.51908,-73.5727,9.50671666666667,8,6,27.4,0
"CHU Ste-Justine (de la Côte Ste-Catherine / Hudson)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.5039816854912,-73.6228394508362,11.4414833333333,6,3,22.3,11.4
"St-Hubert / Duluth","Le Plateau-Mont-Royal",45.5224256527886,-73.574184179306,6.30196666666667,6,6,14.8,0.3
"Peel / Ottawa","Le Sud-Ouest",45.4941995535705,-73.5599845647812,15.5108666666667,7,1,26.2,0
"Richmond / des Bassins","Le Sud-Ouest",45.4875215851135,-73.5650029778481,28.84345,5,4,21.7,1.7
"Drolet / Marie-Anne","Le Plateau-Mont-Royal",45.5224025734141,-73.5811766982079,8.02331666666667,9,3,18.1,0
"Bourbonnière / du Mont-Royal","Rosemont - La Petite-Patrie",45.5535845633909,-73.5605290532112,3.85725,5,6,14.5,0.6
"Drolet / St-Zotique","Rosemont - La Petite-Patrie",45.5348821414782,-73.6094123125076,3.21021666666667,5,1,22.1,0.2
"Centre ÉPIC (St-Zotique / 40e avenue)","Rosemont - La Petite-Patrie",45.5741470372199,-73.5746213793755,17.8843833333333,8,4,16.9,0.6
"Mozart / St-Laurent","Rosemont - La Petite-Patrie",45.5332862470923,-73.6154638230937,14.4277333333333,10,5,5.7,0.8
"de l'Hôtel-de-Ville / Ste-Catherine","Ville-Marie",45.5116604559387,-73.5621356964111,9.69295,6,1,20.5,5.9
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",45.5577499083824,-73.5838012397289,15.36965,9,5,20.3,0
"Marché Jean-Talon (Henri-Julien / Jean-Talon)","Rosemont - La Petite-Patrie",45.5367852512844,-73.6148879583925,7.3267,7,7,19.5,0
"Ann / Wellington","Le Sud-Ouest",45.4945203875443,-73.5567659139633,13.3474,8,2,23.9,6.3
"5e avenue / Masson","Rosemont - La Petite-Patrie",45.5475238290968,-73.5751363635063,20.0806833333333,5,5,12.4,1.6
"Cathcart / McGill College","Ville-Marie",45.5011876814898,-73.570454878145,13.5565333333333,5,4,14.5,0.7
"Jeanne-Mance / Laurier","Le Plateau-Mont-Royal",45.5202763332061,-73.5949762166638,2.35616666666667,7,6,23.1,1.9
"Drummond / Sherbrooke","Ville-Marie",45.5005357522142,-73.578113079202,5.91845,6,6,14.8,0.3
"Prince-Arthur / du Parc","Le Plateau-Mont-Royal",45.5104446575336,-73.5755842924118,1.96198333333333,7,5,21.7,0
"Marie-Anne / Papineau","Le Plateau-Mont-Royal",45.5317669714818,-73.5724139213562,12.5334333333333,10,4,7.5,0
"de Bordeaux / Jean-Talon","Villeray—Saint-Michel—Parc-Extension",45.5497547929864,-73.6055660247803,9.56273333333333,6,3,24.7,0.5
"Gauthier / Parthenais","Le Plateau-Mont-Royal",45.5329262557465,-73.5637798905373,4.12975,10,7,14,3.6
"Boyer / Bélanger","Rosemont - La Petite-Patrie",45.54006,-73.60897,5.85776666666667,7,6,23.1,1.9
"Square St-Louis (du Square St-Louis / Laval)","Le Plateau-Mont-Royal",45.5160908019707,-73.5701286792755,21.3489,6,1,20.5,5.9
"Garnier / Villeray","Villeray—Saint-Michel—Parc-Extension",45.5494800451944,-73.6160547148938,15.97365,9,7,16.9,0.2
"Coloniale / Duluth","Le Plateau-Mont-Royal",45.5178687315083,-73.5784274339676,7.7491,8,6,27.4,0
"Marquette / du Mont-Royal","Le Plateau-Mont-Royal",45.5322179114747,-73.575431406498,9.19525,6,3,16.7,0
"Marquette / du Mont-Royal","Le Plateau-Mont-Royal",45.5322179114747,-73.575431406498,32.9095666666667,5,4,18.9,0.2
"Métro St-Michel (Shaughnessy / St-Michel)","Villeray—Saint-Michel—Parc-Extension",45.558976602986,-73.5995176434517,17.0256,8,3,14.2,21.2
"Durocher / Sherbrooke","Le Plateau-Mont-Royal",45.5070882905057,-73.5722798109055,7.3335,6,7,20.5,1.7
"Boyer / Beaubien","Rosemont - La Petite-Patrie",45.537041,-73.602026,2.30236666666667,6,3,24.7,0.5
"Laval / Duluth","Le Plateau-Mont-Royal",45.5191926178386,-73.5771592613492,9.73655,8,6,20,9.5
"Jeanne-d'Arc / Ontario","Mercier - Hochelaga-Maisonneuve",45.5495976788718,-73.5418742895126,6.3429,9,2,17.9,0.5
"Clark / Prince-Arthur","Le Plateau-Mont-Royal",45.5133425123071,-73.57301607728,13.3138,10,6,9.9,2.9
"de Bleury / de Maisonneuve","Ville-Marie",45.5071063243396,-73.5686105489731,4.59635,8,1,18.4,4
"Coloniale / Duluth","Le Plateau-Mont-Royal",45.5178687315083,-73.5784274339676,11.43445,7,6,22.7,3.2
"St-Hubert / Duluth","Le Plateau-Mont-Royal",45.5224256527886,-73.574184179306,14.9579666666667,9,6,19.5,0
"Chomedey / de Maisonneuve","Ville-Marie",45.491750449904,-73.5839447379112,16.7214,5,1,16.4,1.9
"Centre ÉPIC (St-Zotique / 40e avenue)","Rosemont - La Petite-Patrie",45.5741470372199,-73.5746213793755,4.3768,8,3,24,0
"Jeanne-Mance / Laurier","Le Plateau-Mont-Royal",45.5202763332061,-73.5949762166638,17.7226833333333,6,2,23.3,1.3
"Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance)","Ville-Marie",45.5082046150514,-73.5688143968582,24.5352,9,3,19.8,0
"Jeanne-Mance / Laurier","Le Plateau-Mont-Royal",45.5202763332061,-73.5949762166638,8.79716666666667,10,5,5.7,0.8
